id;edad;genero;ocupacion;ingreso_mensual;frecuencia_entrenamiento;tiempo_sesion_min;tipo_entrenamiento;objetivo_principal;motivacion;barreras;usa_app_fitness;nivel_tecnologia;disposicion_pago;lugar_preferido
284;27;F;profesional;1547991;3;60;yoga;bienestar;salud;conocimiento;True;medio;media;casa
285;39;M;independiente;1611684;5;66;pesas;bajar_peso;estetica;desmotivacion;False;medio;baja;gimnasio
286;54;M;independiente;1140801;4;68;pesas;bajar_peso;estetica;dinero;True;medio;alta;casa
287;21;M;estudiante;644024;4;51;yoga;bajar_peso;rendimiento;tiempo;True;alto;baja;casa
288;38;F;profesional;2185825;4;53;yoga;bajar_peso;mental;lesiones;True;medio;alta;casa
289;34;F;profesional;2475602;2;53;funcional;bienestar;social;tiempo;True;alto;baja;aire_libre
290;31;M;profesional;1853823;3;77;pesas;bienestar;mental;tiempo;True;medio;media;gimnasio
291;51;M;independiente;1553552;3;50;cardio;rehabilitacion;medica;tiempo;False;bajo;media;casa
292;50;F;profesional;2335677;3;50;funcional;salud;salud;conocimiento;True;alto;alta;casa
293;59;F;independiente;1098810;2;31;HIIT;bienestar;mental;tiempo;True;medio;alta;casa
294;65;M;jubilado;403472;4;48;cardio;salud;salud;conocimiento;False;bajo;media;aire_libre
295;63;F;jubilado;702338;2;84;pesas;rehabilitacion;medica;lesiones;True;medio;baja;aire_libre
296;52;F;profesional;2655065;4;60;yoga;salud;medica;tiempo;True;alto;alta;casa
297;31;F;independiente;1480789;4;38;cardio;bienestar;rendimiento;desmotivacion;True;medio;media;aire_libre
298;58;F;jubilado;478406;4;55;funcional;rehabilitacion;estetica;conocimiento;True;bajo;media;casa
299;44;F;profesional;1409679;2;53;yoga;bienestar;mental;tiempo;True;alto;media;casa
300;34;F;profesional;2361326;3;47;yoga;bienestar;salud;conocimiento;False;medio;alta;casa
301;37;M;independiente;1477931;3;29;HIIT;bienestar;mental;tiempo;True;medio;media;gimnasio
302;32;M;independiente;1930859;3;47;pilates;salud;medica;tiempo;True;medio;alta;casa
303;21;M;estudiante;508148;4;27;HIIT;ganar_musculo;estetica;conocimiento;False;alto;media;gimnasio
304;37;M;profesional;1127411;2;59;funcional;bienestar;rendimiento;tiempo;False;medio;baja;gimnasio
305;44;M;independiente;2135149;3;47;yoga;bajar_peso;social;dinero;False;bajo;media;casa
306;29;F;profesional;1285842;4;33;HIIT;bajar_peso;social;tiempo;True;alto;media;gimnasio
307;53;F;profesional;2393123;3;52;yoga;bienestar;estetica;tiempo;True;alto;media;casa
308;39;F;independiente;1326948;2;60;funcional;salud;salud;dinero;False;medio;alta;gimnasio
309;22;F;independiente;1291637;5;69;pesas;ganar_musculo;estetica;dinero;True;alto;media;gimnasio
310;25;F;independiente;1006368;4;45;pilates;bajar_peso;salud;conocimiento;True;alto;media;gimnasio
311;;F;jubilado;504427;4;70;pesas;bajar_peso;estetica;conocimiento;False;bajo;baja;gimnasio
312;53;M;profesional;2572980;2;45;yoga;salud;otro;tiempo;True;alto;alta;casa
313;24;F;independiente;1918606;3;79;pesas;estetica;estetica;tiempo;True;medio;baja;gimnasio
314;45;F;independiente;2387870;3;59;funcional;bienestar;salud;dinero;True;medio;alta;gimnasio
315;27;F;estudiante;529376;4;49;cardio;bienestar;salud;dinero;True;alto;media;casa
316;19;F;profesional;2135830;4;84;pesas;estetica;estetica;tiempo;True;alto;alta;casa
317;22;M;estudiante;560859;5;61;pesas;ganar_musculo;estetica;dinero;True;medio;alta;aire_libre
318;58;F;profesional;1066725;2;47;yoga;bienestar;salud;tiempo;True;medio;baja;casa
319;36;F;independiente;1529761;4;46;yoga;bienestar;salud;conocimiento;False;medio;baja;casa
320;19;M;estudiante;421119;4;33;HIIT;bajar_peso;mental;dinero;True;alto;baja;aire_libre
321;42;M;profesional;1279233;4;56;funcional;bienestar;mental;lesiones;True;alto;media;gimnasio
322;60;F;jubilado;833143;3;44;cardio;bienestar;estetica;tiempo;False;bajo;media;casa
323;49;M;profesional;1796307;1;49;funcional;salud;mental;lesiones;False;alto;media;aire_libre
324;20;F;estudiante;422156;2;60;funcional;estetica;estetica;dinero;True;alto;baja;gimnasio
325;54;M;profesional;2581595;3;43;cardio;bienestar;mental;conocimiento;True;alto;media;casa
326;58;M;independiente;723979;2;37;cardio;salud;medica;dinero;True;medio;baja;casa
327;62;M;jubilado;447229;3;57;funcional;rehabilitacion;medica;conocimiento;True;medio;media;casa
328;27;M;profesional;1415463;4;33;HIIT;ganar_musculo;salud;tiempo;True;medio;baja;gimnasio
329;23;F;profesional;1399485;4;59;funcional;bajar_peso;otro;desmotivacion;True;alto;media;aire_libre
330;58;F;profesional;1179965;3;23;HIIT;desconocido;rendimiento;dinero;True;alto;media;casa
331;33;F;profesional;1542445;1;;cardio;desconocido;mental;tiempo;True;medio;alta;aire_libre
332;34;F;profesional;1017478;4;32;HIIT;bajar_peso;estetica;tiempo;True;alto;media;gimnasio
333;56;M;profesional;2252222;2;46;cardio;rehabilitacion;social;tiempo;True;medio;alta;casa
334;45;F;profesional;2542324;4;30;cardio;desconocido;salud;tiempo;False;alto;baja;gimnasio
335;30;M;independiente;884119;4;58;funcional;estetica;rendimiento;tiempo;True;medio;baja;casa
336;33;F;independiente;;;;;estetica;salud;dinero;True;medio;alta;gimnasio
337;57;F;profesional;1248276;3;54;funcional;salud;medica;lesiones;True;alto;baja;aire_libre
338;59;F;profesional;1275871;3;30;cardio;bienestar;salud;tiempo;True;alto;media;casa
339;33;M;profesional;2362243;4;20;HIIT;bienestar;mental;tiempo;False;alto;baja;aire_libre
340;28;M;estudiante;530311;5;83;pesas;ganar_musculo;estetica;dinero;True;medio;baja;gimnasio
341;34;M;profesional;2476631;4;57;funcional;bienestar;mental;lesiones;True;medio;alta;casa
342;25;F;profesional;1638696;4;59;yoga;bajar_peso;social;desmotivacion;True;medio;media;aire_libre
343;46;F;profesional;2705842;2;59;funcional;salud;salud;dinero;True;medio;alta;aire_libre
344;37;M;profesional;1301392;2;50;yoga;salud;mental;lesiones;True;medio;media;gimnasio
345;50;M;independiente;1116236;4;39;cardio;bajar_peso;salud;desmotivacion;True;alto;alta;aire_libre
346;19;F;profesional;1025601;2;45;cardio;bienestar;social;tiempo;False;medio;media;casa
347;35;F;profesional;2414730;3;46;funcional;salud;medica;tiempo;True;medio;media;gimnasio
348;26;F;profesional;1373813;5;31;HIIT;estetica;rendimiento;desmotivacion;True;alto;alta;casa
349;30;M;independiente;1596163;5;26;HIIT;bajar_peso;rendimiento;tiempo;True;bajo;media;gimnasio
350;23;M;profesional;1183856;5;31;HIIT;salud;medica;desmotivacion;True;medio;media;gimnasio
351;42;F;profesional;2391916;4;51;funcional;salud;salud;conocimiento;True;alto;baja;casa
352;30;F;independiente;1145304;3;45;funcional;bajar_peso;salud;dinero;True;alto;alta;gimnasio
353;34;M;profesional;1368320;3;34;cardio;rehabilitacion;salud;tiempo;True;alto;baja;gimnasio
354;40;F;independiente;858361;4;85;pesas;ganar_musculo;rendimiento;tiempo;True;bajo;baja;aire_libre
355;19;F;estudiante;496734;4;55;funcional;estetica;rendimiento;conocimiento;True;medio;media;casa
356;19;F;profesional;1634658;4;60;pesas;bajar_peso;mental;lesiones;True;alto;baja;gimnasio
357;20;M;estudiante;574531;3;66;pesas;estetica;otro;tiempo;True;alto;media;casa
358;53;F;profesional;1201570;2;39;cardio;salud;medica;tiempo;True;medio;media;gimnasio
359;38;F;profesional;1659184;4;48;yoga;bajar_peso;salud;tiempo;True;medio;media;aire_libre
360;27;M;independiente;1903939;3;81;pesas;bajar_peso;estetica;tiempo;True;alto;alta;gimnasio
361;21;F;estudiante;610774;4;47;funcional;bienestar;mental;dinero;True;medio;baja;casa
362;27;F;independiente;2165069;4;28;HIIT;estetica;estetica;tiempo;True;medio;alta;gimnasio
363;50;M;independiente;1815663;1;48;cardio;salud;mental;tiempo;True;medio;alta;casa
364;;F;independiente;1466945;2;55;yoga;rehabilitacion;salud;lesiones;True;medio;media;casa
365;31;M;profesional;2455702;3;74;pesas;salud;salud;tiempo;True;alto;alta;gimnasio
366;29;M;estudiante;357013;4;64;pesas;bienestar;salud;dinero;True;medio;baja;gimnasio
367;35;M;independiente;1732453;4;29;HIIT;bajar_peso;mental;tiempo;True;medio;baja;gimnasio
368;50;M;profesional;2510627;2;56;funcional;salud;medica;tiempo;False;bajo;alta;casa
369;21;M;estudiante;466790;4;86;pesas;ganar_musculo;estetica;dinero;True;medio;baja;gimnasio
370;24;M;estudiante;337615;4;43;cardio;bienestar;rendimiento;dinero;True;medio;baja;gimnasio
371;51;M;profesional;2078398;3;52;funcional;salud;salud;tiempo;True;medio;alta;gimnasio
372;64;F;profesional;2191496;3;53;pilates;bienestar;mental;desmotivacion;True;medio;alta;casa
373;56;F;independiente;2091957;1;84;pesas;bienestar;mental;tiempo;True;bajo;alta;casa
374;64;M;jubilado;818498;3;60;yoga;bienestar;mental;desmotivacion;True;medio;media;casa
375;39;M;independiente;1366570;2;53;yoga;salud;medica;dinero;True;medio;alta;casa
376;22;M;estudiante;493864;5;62;pesas;estetica;salud;conocimiento;True;medio;media;gimnasio
377;52;M;profesional;1983914;2;33;cardio;bienestar;salud;tiempo;True;alto;alta;gimnasio
378;32;M;independiente;1816777;3;34;HIIT;bienestar;salud;tiempo;True;alto;alta;gimnasio
379;35;F;profesional;1829132;3;57;pilates;rehabilitacion;medica;tiempo;False;bajo;media;casa
380;34;M;profesional;2421277;5;33;cardio;bajar_peso;rendimiento;tiempo;True;medio;alta;gimnasio
381;49;F;profesional;1312095;4;62;pesas;ganar_musculo;rendimiento;tiempo;True;alto;alta;casa
382;44;M;profesional;1294080;3;33;HIIT;bienestar;salud;lesiones;True;medio;media;gimnasio
383;49;F;profesional;1243918;3;89;pesas;salud;medica;tiempo;True;alto;media;gimnasio
384;36;F;independiente;1215888;1;59;yoga;bienestar;mental;tiempo;True;medio;media;gimnasio
385;35;M;independiente;1321694;4;32;HIIT;bienestar;salud;desmotivacion;True;alto;media;gimnasio
386;53;F;profesional;2690033;3;22;HIIT;bienestar;mental;desmotivacion;True;medio;media;casa
387;32;M;profesional;1425974;3;31;HIIT;bienestar;salud;dinero;True;alto;baja;gimnasio
388;28;F;estudiante;610874;3;20;HIIT;ganar_musculo;estetica;lesiones;True;alto;alta;aire_libre
389;45;F;profesional;2608344;4;21;HIIT;bajar_peso;salud;tiempo;True;medio;alta;casa
390;22;F;estudiante;368439;3;47;pilates;;;;;alto;alta;gimnasio
391;44;F;independiente;1673521;4;55;funcional;ganar_musculo;estetica;desmotivacion;True;alto;media;casa
392;54;F;profesional;1731835;3;48;yoga;bienestar;mental;lesiones;True;alto;media;casa
393;27;F;profesional;1013316;4;60;funcional;estetica;estetica;desmotivacion;False;alto;media;casa
394;43;F;profesional;1434357;3;41;cardio;salud;otro;desmotivacion;True;medio;media;casa
395;33;M;independiente;1831880;4;35;HIIT;bajar_peso;salud;tiempo;True;medio;alta;gimnasio
396;55;M;profesional;1911572;5;65;pesas;ganar_musculo;estetica;tiempo;True;alto;alta;casa
397;19;M;estudiante;470903;4;58;funcional;salud;medica;dinero;True;alto;media;gimnasio
398;32;M;profesional;1914075;2;68;pesas;bienestar;mental;desmotivacion;False;alto;alta;gimnasio
399;45;F;profesional;2173925;3;25;HIIT;bienestar;salud;conocimiento;True;medio;media;gimnasio
400;31;M;profesional;1453913;4;52;yoga;salud;mental;tiempo;True;medio;media;casa
401;22;M;estudiante;323186;2;86;pesas;;rendimiento;tiempo;True;alto;media;aire_libre
402;24;F;profesional;1457192;4;87;pesas;estetica;estetica;tiempo;True;alto;media;aire_libre
403;62;M;independiente;1550102;2;82;pesas;bienestar;mental;dinero;False;alto;alta;casa
404;29;M;profesional;2206343;4;56;funcional;ganar_musculo;salud;tiempo;True;medio;alta;aire_libre
405;34;F;profesional;2359316;4;60;yoga;bajar_peso;otro;tiempo;True;medio;media;casa
406;58;M;independiente;1372061;3;46;cardio;bienestar;mental;tiempo;True;medio;media;casa
407;43;M;profesional;1860659;4;32;cardio;ganar_musculo;estetica;dinero;False;medio;alta;casa
408;56;F;profesional;2461887;2;89;pesas;salud;medica;tiempo;True;alto;alta;gimnasio
409;25;F;estudiante;421806;4;46;cardio;bienestar;salud;desmotivacion;True;medio;media;casa
410;27;M;profesional;1545275;5;50;funcional;ganar_musculo;estetica;tiempo;True;alto;alta;aire_libre
411;65;M;jubilado;461298;5;55;funcional;salud;medica;conocimiento;True;alto;alta;casa
412;27;M;estudiante;313067;4;76;pesas;ganar_musculo;estetica;dinero;True;alto;baja;aire_libre
413;29;M;profesional;2203193;2;31;cardio;estetica;estetica;tiempo;True;medio;media;casa
414;31;M;profesional;1749508;3;60;pesas;bajar_peso;salud;lesiones;True;alto;baja;gimnasio
415;36;M;profesional;2130009;3;31;HIIT;desconocido;estetica;tiempo;True;alto;alta;casa
416;29;M;independiente;883707;3;88;pesas;estetica;estetica;tiempo;False;alto;baja;aire_libre
417;22;M;estudiante;458980;3;58;funcional;rehabilitacion;otro;desmotivacion;False;alto;media;gimnasio
418;21;M;profesional;1287156;4;75;pesas;ganar_musculo;salud;tiempo;True;alto;media;gimnasio
419;18;F;estudiante;635835;2;37;cardio;estetica;estetica;tiempo;True;medio;baja;casa
420;36;M;profesional;2108033;4;45;funcional;bajar_peso;mental;tiempo;False;medio;alta;casa
421;20;F;estudiante;487372;2;22;HIIT;bienestar;mental;dinero;True;alto;baja;gimnasio
422;26;M;estudiante;469138;3;78;pesas;estetica;rendimiento;tiempo;True;medio;alta;gimnasio
423;20;F;estudiante;478422;5;48;yoga;bajar_peso;rendimiento;desmotivacion;True;medio;baja;gimnasio
424;19;M;estudiante;463354;3;54;pilates;bajar_peso;estetica;lesiones;True;medio;baja;casa
425;27;M;profesional;1440068;3;46;funcional;estetica;estetica;conocimiento;True;alto;alta;casa
426;44;F;profesional;1607135;3;51;funcional;salud;medica;desmotivacion;True;alto;media;casa
427;24;M;estudiante;603956;4;48;cardio;bajar_peso;salud;tiempo;True;alto;media;gimnasio
428;49;F;independiente;779985;3;44;cardio;salud;mental;tiempo;True;bajo;alta;casa
429;51;F;profesional;2040227;2;46;funcional;salud;medica;conocimiento;False;alto;media;gimnasio
430;32;M;profesional;1931042;4;90;pesas;desconocido;rendimiento;dinero;True;alto;alta;aire_libre
431;62;M;jubilado;674025;2;35;cardio;salud;salud;lesiones;True;bajo;baja;aire_libre
432;34;M;profesional;1488363;;57;yoga;salud;salud;tiempo;True;medio;media;gimnasio
433;62;F;jubilado;638359;3;47;yoga;rehabilitacion;medica;lesiones;True;medio;alta;casa
434;22;M;estudiante;626089;3;75;pesas;estetica;estetica;tiempo;True;medio;media;gimnasio
435;33;M;jubilado;416566;3;35;cardio;salud;estetica;lesiones;False;bajo;baja;gimnasio
436;27;F;estudiante;503990;3;25;HIIT;estetica;rendimiento;tiempo;True;alto;media;gimnasio
437;41;M;profesional;1676333;3;55;pilates;salud;medica;conocimiento;True;alto;media;casa
438;61;F;jubilado;529821;2;55;yoga;salud;estetica;lesiones;True;medio;baja;casa
439;33;M;profesional;2459530;3;82;pesas;bienestar;mental;tiempo;True;medio;alta;gimnasio
440;40;F;profesional;2010055;4;54;yoga;desconocido;rendimiento;tiempo;True;alto;alta;casa
441;26;M;profesional;2241230;3;69;pesas;bienestar;mental;conocimiento;True;alto;alta;aire_libre
442;40;F;profesional;2426176;3;60;funcional;bajar_peso;mental;tiempo;True;medio;baja;gimnasio
443;52;F;independiente;2187389;3;67;pesas;desconocido;salud;tiempo;False;bajo;media;casa
444;31;F;independiente;835114;3;52;funcional;salud;medica;desmotivacion;True;medio;media;gimnasio
445;29;F;profesional;1914637;4;50;yoga;bajar_peso;salud;conocimiento;False;alto;alta;casa
446;45;F;independiente;1494136;3;34;cardio;rehabilitacion;medica;desmotivacion;False;medio;media;gimnasio
447;36;M;independiente;1891627;3;57;funcional;salud;mental;tiempo;False;alto;media;casa
448;58;F;profesional;1575767;2;58;funcional;bienestar;mental;lesiones;True;alto;alta;casa
449;27;F;profesional;1646282;2;52;yoga;estetica;rendimiento;lesiones;False;alto;media;gimnasio
450;40;M;independiente;1912878;4;22;HIIT;bienestar;mental;lesiones;False;bajo;media;gimnasio
451;27;M;profesional;2351466;4;55;funcional;bienestar;rendimiento;tiempo;True;alto;media;gimnasio
452;47;M;profesional;1911685;3;50;funcional;rehabilitacion;salud;conocimiento;True;alto;media;casa
453;21;F;estudiante;601889;4;58;pilates;bienestar;estetica;desmotivacion;True;alto;media;gimnasio
454;27;F;profesional;1686985;1;52;yoga;bienestar;social;lesiones;True;medio;alta;aire_libre
455;44;M;independiente;1753263;3;41;cardio;salud;salud;tiempo;True;alto;media;gimnasio
456;22;F;independiente;1651494;4;45;cardio;bajar_peso;social;conocimiento;False;bajo;media;gimnasio
457;28;M;estudiante;399280;5;71;pesas;ganar_musculo;estetica;tiempo;True;alto;baja;casa
458;21;F;estudiante;508433;4;30;HIIT;estetica;estetica;dinero;True;medio;media;gimnasio
459;34;M;jubilado;713645;4;34;cardio;salud;medica;dinero;False;bajo;baja;casa
460;39;F;profesional;1796870;2;49;pilates;bienestar;mental;tiempo;True;medio;baja;casa
461;30;M;profesional;1552004;4;84;pesas;ganar_musculo;mental;tiempo;True;medio;media;casa
462;65;M;jubilado;477920;2;60;funcional;rehabilitacion;salud;lesiones;True;alto;media;aire_libre
463;52;F;profesional;1441540;5;88;pesas;ganar_musculo;estetica;tiempo;True;alto;alta;casa
464;55;M;profesional;1873293;3;48;funcional;rehabilitacion;medica;tiempo;True;bajo;media;aire_libre
465;60;F;jubilado;835525;4;49;cardio;bienestar;salud;lesiones;False;bajo;media;casa
466;54;F;independiente;2254800;4;52;yoga;bienestar;salud;tiempo;True;alto;media;casa
467;24;F;profesional;1843886;4;69;pesas;estetica;estetica;tiempo;True;alto;media;aire_libre
468;26;M;profesional;2026813;4;25;HIIT;ganar_musculo;estetica;tiempo;True;alto;alta;gimnasio
469;20;M;estudiante;639534;4;45;cardio;bajar_peso;estetica;dinero;True;medio;baja;gimnasio
470;49;M;profesional;1781635;4;83;pesas;estetica;rendimiento;tiempo;True;medio;alta;gimnasio
471;26;M;estudiante;646857;3;34;HIIT;bienestar;mental;tiempo;True;alto;media;gimnasio
472;50;M;independiente;1201825;1;42;cardio;desconocido;mental;tiempo;True;alto;alta;casa
473;31;M;jubilado;715562;3;29;HIIT;ganar_musculo;rendimiento;dinero;True;bajo;alta;aire_libre
474;25;M;estudiante;314058;4;69;pesas;estetica;rendimiento;desmotivacion;True;alto;alta;gimnasio
475;26;F;estudiante;533447;3;31;cardio;salud;medica;tiempo;False;bajo;media;aire_libre
476;51;M;independiente;2104894;3;45;cardio;salud;salud;dinero;True;medio;alta;gimnasio
477;22;F;estudiante;639896;3;29;HIIT;bienestar;mental;tiempo;True;alto;media;gimnasio
478;33;F;independiente;1411255;4;58;pilates;bajar_peso;social;desmotivacion;False;bajo;media;casa
479;52;M;independiente;2204506;4;43;cardio;salud;medica;tiempo;True;alto;alta;casa
480;33;F;profesional;1546954;3;49;cardio;estetica;estetica;tiempo;True;alto;media;gimnasio
481;40;M;independiente;1961568;4;59;yoga;bajar_peso;mental;desmotivacion;True;alto;baja;aire_libre
482;46;M;independiente;1004995;4;54;yoga;salud;estetica;lesiones;True;bajo;media;casa
483;36;F;profesional;1353375;3;54;funcional;desconocido;salud;dinero;True;alto;alta;casa
484;31;F;independiente;1017951;5;90;pesas;ganar_musculo;estetica;lesiones;True;medio;media;casa
485;25;F;profesional;2084958;4;81;pesas;bajar_peso;salud;tiempo;True;bajo;alta;aire_libre
486;43;M;profesional;2549283;5;79;pesas;ganar_musculo;estetica;conocimiento;False;medio;media;casa
487;28;M;profesional;2296433;2;31;cardio;bienestar;mental;tiempo;True;medio;alta;gimnasio
488;47;M;profesional;1593056;3;53;yoga;rehabilitacion;medica;tiempo;True;alto;media;gimnasio
489;53;F;profesional;1960412;2;45;yoga;salud;social;tiempo;True;alto;baja;gimnasio
490;54;M;;2218122;4;49;funcional;salud;salud;conocimiento;True;medio;alta;gimnasio
491;30;F;profesional;1757632;2;51;pilates;bienestar;mental;tiempo;True;medio;media;casa
